Track,Album Name,Artist,All Time Rank,Track Score,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity
GHOST TOWN,GHOST TOWN,Benson Boone,"2,612",27.6,65369.0,34887197.0,66.0
Only Human,Happiness Begins,Jonas Brothers,"2,634",27.5,58919.0,15436258.0,65.0
Daddy Issues,Wiped Out!,The Neighbourhood,"2,627",27.5,239555.0,84147867.0,80.0
Raining In Manila,Raining In Manila,Lola Amour,"2,633",27.5,11506.0,4813121.0,63.0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Feels,Calvin Harris,"2,626",27.5,153725.0,45935052.0,70.0
Tu Aake Dekhle,The Carnival,King,"2,629",27.5,33664.0,5963459.0,69.0
Nice to Meet You,Nice to Meet You,Imagine Dragons,"2,623",27.5,1446.0,39911356.0,75.0
Verte Ir,Verte Ir,DJ Luian,"2,622",27.5,65928.0,18945081.0,64.0
Pink + White,Blonde,Frank Ocean,"2,642",27.4,228950.0,71708447.0,83.0
Mother,Takin' It Back (Deluxe),Meghan Trainor,"2,640",27.4,12390.0,2274976.0,57.0
Space Song,Depression Cherry,Beach House,"2,646",27.4,261122.0,71073470.0,73.0
OKAY,OKAY (Versions),JT,"2,641",27.4,1966.0,36576049.0,65.0
Chill Bill,The RCA-List (Vol. 2),Rob $tone,"2,649",27.4,155472.0,20340958.0,70.0
My Way,My Way,Calvin Harris,"2,636",27.4,132592.0,41964503.0,73.0
Big City Life,Big City Life,Luude,"2,653",27.4,71547.0,13471679.0,65.0
'Till I Collapse,The Eminem Show,Eminem,"2,651",27.4,282888.0,74055843.0,79.0
No Hands (feat. Roscoe Dash & Wale),No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,"2,655",27.4,113043.0,31739594.0,71.0
Jumbotron Shit Poppin,Her Loss,Drake,"2,635",27.4,44782.0,4407877.0,62.0
La Nota,La Nota,Manuel Turizo,"2,648",27.4,80872.0,37192436.0,64.0
UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,LE SSERAFIM,"2,639",27.4,18262.0,11833709.0,70.0
Elini Ver,Elini Ver,Amo988,"2,637",27.4,639.0,5601320.0,72.0
Sex Music,Sex Music,Tank,"2,638",27.4,920.0,403273.0,30.0
Porfa,Porfa,Feid,"2,661",27.3,62515.0,16214167.0,65.0
P power (feat. Drake),DRIP SEASON 4EVER,Gunna,"2,671",27.3,91786.0,17784294.0,69.0
"A ver, a ver - Ric Piccolo Edit","A ver, a ver (Ric Piccolo Edit)",Donald,"2,666",27.3,531.0,98875.0,10.0
Fight Song,Fight Song,Rachel Platten,"2,670",27.3,92326.0,47254001.0,69.0
South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,"2,665",27.3,69032.0,29531913.0,67.0
Losing It,Losing It,FISHER,"2,668",27.3,213614.0,31880596.0,67.0
MATHEMATICAL DISRESPECT,MATHEMATICAL DISRESPECT,Lil Mabu,"2,657",27.3,39238.0,3356524.0,62.0
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,"2,660",27.3,140617.0,18381330.0,66.0
Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,"2,669",27.3,55580.0,12451213.0,61.0
Perfect Strangers,Perfect Strangers,Jonas Blue,"2,664",27.3,113716.0,28088689.0,69.0
Hey Brother,TRUE,Avicii,"2,663",27.3,168666.0,43769189.0,72.0
Yet To Come,Proof,BTS,"2,656",27.3,16095.0,22964291.0,64.0
Girlfriend,The Second Wave (Deluxe),Ruger,"2,691",27.2,18344.0,1864537.0,16.0
WATATI (feat. Aldo Ranks) [From Barbie The Album],WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,"2,680",27.2,10333.0,11971076.0,62.0
Always,NEVER ENOUGH,Daniel Caesar,"2,688",27.2,40049.0,16537367.0,74.0
YKWIM?,Bipolar,Yot Club,"2,681",27.2,147651.0,25369800.0,75.0
Damage,Damage,H.E.R.,"2,686",27.2,24791.0,8314569.0,53.0
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,"2,687",27.2,65190.0,11346495.0,61.0
Bellyache,Bellyache,Billie Eilish,"2,679",27.2,101445.0,18858886.0,73.0
No Wahala,No Wahala,1da Banton,"2,685",27.2,66808.0,4409868.0,63.0
Wait a Minute!,ARDIPITHECUS,WILLOW,"2,678",27.2,220073.0,41752381.0,73.0
HONEY BEES,HONEY BEES - Single,Hachi,"2,675",27.2,229.0,2853.0,29.0
Gypsy,Gypsy,G.D. Kaur,"2,682",27.2,4708.0,1055037.0,3.0
Ojos Marrones,Ojos Marrones,Lasso,"2,690",27.2,33800.0,12228512.0,68.0
WASTE,DISORDER,Kxllswxtch,"2,684",27.2,64633.0,11550020.0,72.0
512,Primer Dia de Clases,Mora,"2,674",27.2,85784.0,28617350.0,70.0
Little Things x Gypsy Woman - L BEATS MASHUP,Little Things x Gypsy Woman (L BEATS MASHUP),Jorja Smith,"2,677",27.2,39465.0,44425341.0,71.0
Arranca (feat. Omega),Arranca (feat. Omega),Becky G,"2,699",27.1,23604.0,23467570.0,66.0
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,"2,698",27.1,22687.0,11527473.0,63.0
Hasta Abajo,Hasta Abajo,KEVIN ROLDAN,"2,702",27.1,62939.0,11576619.0,64.0
I'm the One,EPIC AF,DJ Khaled,"2,704",27.1,122763.0,29582588.0,67.0
Typa Girl,BORN PINK,BLACKPINK,"2,697",27.1,20864.0,10226449.0,66.0
Ayy Macarena,Ayy Macarena,Tyga,"2,703",27.1,106485.0,11727622.0,61.0
ELA PIROU NA DODGE RAM,ELA PIROU NA DODGE RAM - Single,Luan Pereira,"2,692",27.1,13028.0,12083352.0,17.0
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,"2,695",27.1,210519.0,147125974.0,76.0
Wet Dreamz,2014 Forest Hills Drive,J. Cole,"2,724",27.0,247570.0,43778928.0,76.0
Next Level,Next Level,aespa,"2,715",27.0,26925.0,9940497.0,68.0
Whiskey Glasses,The Way I Talk,Morgan Wallen,"2,712",27.0,86002.0,17665355.0,75.0
Esta Vida,Esta Vida - Single,Marshmello,"2,719",27.0,23027.0,26530704.0,61.0
Dusk Till Dawn - Radio Edit,Dusk Till Dawn (Radio Edit),ZAYN,"2,710",27.0,177653.0,44326008.0,75.0
Shotta Flow [Remix],Shotta Flow (feat. Blueface) [Remix],NLE Choppa,"2,720",27.0,114433.0,11312277.0,21.0
Bolide allemand,Liens du 100,SDM,"2,711",27.0,33014.0,4883069.0,68.0
Amor Tumbado,Mi Nuevo Yo,Natanael Cano,"2,706",27.0,39980.0,7003058.0,73.0
New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,"2,723",27.0,62013.0,13710934.0,60.0
Don't Mind,EPIC AF,Kent Jones,"2,725",27.0,59100.0,10161185.0,59.0
Dientes,Dientes,J Balvin,"2,721",27.0,13808.0,12799845.0,4.0
Look Alive (feat. Drake),Look Alive (feat. Drake),BlocBoy JB,"2,717",27.0,140455.0,29753134.0,63.0
Midnight Rain,Midnights,Taylor Swift,"2,714",27.0,36730.0,23499391.0,72.0
"Lagdi Lahore Di (From ""Street Dancer 3D"")","Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,"2,713",27.0,8311.0,4416840.0,61.0
Boo'd Up,Ella Mai,Ella Mai,"2,726",27.0,9749.0,2909695.0,53.0
Buttabomma - Telugu,"Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single",Armaan Malik,"2,722",27.0,8924.0,2240190.0,56.0
Burn It Down,Never Enough,Parker McCollum,"2,737",26.9,7018.0,6690589.0,65.0
Tu Fan,tu fan,mafalda cardenal,"2,735",26.9,8193.0,4692658.0,66.0
Whole Lotta Choppas,Whole Lotta Choppas,Sada Baby,"2,731",26.9,16559.0,2391593.0,45.0
Galaxy Express,Galaxy Express - Single,D Gerrard,"2,732",26.9,1513.0,1465628.0,61.0
Skate,Skate,Bruno Mars,"2,733",26.9,70726.0,16159530.0,63.0
Mercy,Mercy,Shawn Mendes,"2,727",26.9,114379.0,33997882.0,74.0
Dame Tu Cosita (feat. Cutty Ranks),Dame Tu Cosita,El Chombo,"2,729",26.9,11423.0,1899926.0,54.0
Enemy - from the series Arcane League of Legends,Enemy (from the series Arcane League of Legends),Imagine Dragons,"2,728",26.9,57092.0,6389142.0,65.0
Dear John,End of the World,Wild Child,"2,730",26.9,152.0,7172.0,21.0
Mount Everest,Mount Everest,Labrinth,"2,734",26.9,128472.0,33056872.0,72.0
This Is The Life,This Is The Life,LIZOT,"2,750",26.8,23003.0,14286816.0,71.0
Homicide (feat. Eminem),Homicide,Logic,"2,751",26.8,102549.0,19459269.0,64.0
More Than My Hometown,More Than My Hometown,Morgan Wallen,"2,755",26.8,55067.0,8724047.0,74.0
Work Out,Work Out,J. Cole,"2,740",26.8,199078.0,33681550.0,76.0
Fall In Love Alone,Fall In Love Alone,Stacey Ryan,"2,746",26.8,28158.0,11808223.0,66.0
Plain Jane,Plain Jane,A$AP Ferg,"2,752",26.8,146447.0,26777778.0,65.0
ORANGE SODA,ORANGE SODA,Baby Keem,"2,745",26.8,183862.0,33470385.0,73.0
Clap For 'Em (feat. Flo Milli & Sada Baby),Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,"2,753",26.8,6881.0,1871089.0,40.0
Righteous,Righteous,Juice WRLD,"2,749",26.8,108088.0,18837961.0,64.0
Casei Com a Putaria,Casei Com a Putaria,Mc Paiva ZS,"2,748",26.8,31242.0,9239751.0,63.0
9mm,Memphis Cult Vol. 6,Memphis Cult,"2,754",26.8,34124.0,27264746.0,4.0
SOLO - Live,BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL (Live),BLACKPINK,"2,741",26.8,428.0,185336.0,26.0
Envy Me,Envy Me,Calboy,"2,759",26.7,86600.0,11849689.0,58.0
vendetta!,vendetta!,MUPP,"2,773",26.7,77387.0,27153082.0,68.0
I'll Be Waiting,I'll Be Waiting,Cian Ducrot,"2,756",26.7,41058.0,8054809.0,62.0
Admirin' You (feat. Preston Pablo),Admirin' You (feat. Preston Pablo),Karan Aujla,"2,760",26.7,11146.0,3310108.0,63.0
Untitled #13,Untitled #13,Glwzbll,"2,757",26.7,12908.0,2414592.0,58.0
Roses (with Juice WRLD feat. Brendon Urie),Roses (with Juice WRLD feat. Brendon Urie),benny blanco,"2,772",26.7,74084.0,11532863.0,57.0
BANZAI!,BANZAI!,Kazuo,"2,769",26.7,91.0,607.0,10.0
One Thing Right,One Thing Right (feat. Kane Brown),Marshmello,"2,763",26.7,69335.0,15972797.0,65.0
Wildest Dreams,1989 (Deluxe),Taylor Swift,"2,771",26.7,102916.0,33415141.0,70.0
What About Us,What About Us,P!nk,"2,765",26.7,79260.0,39889584.0,70.0
On The Floor,VTM Kzoom Hits Best Of 2011,Jennifer Lopez,"2,768",26.7,89265.0,34214641.0,69.0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,"2,766",26.7,133300.0,51381606.0,66.0
Captain Hook,Suga,Megan Thee Stallion,"2,787",26.6,27343.0,10046715.0,59.0
Time Today,Time Today,Moneybagg Yo,"2,785",26.6,61218.0,9916175.0,65.0
Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,"2,790",26.6,99106.0,36201454.0,70.0
messy in heaven,messy in heaven,venbee,"2,779",26.6,45503.0,9878550.0,59.0
Maquillaje,Maquillaje - Single,Renn,"2,776",26.6,6751.0,23980309.0,76.0
Coming for You (feat. A1 x J1),Coming for You (feat. A1 x J1),SwitchOTR,"2,786",26.6,75491.0,4711796.0,56.0
Apaga El Cel,Apaga El Cel,Calle 24,"2,778",26.6,6115.0,16399686.0,82.0
Leave Me Alone,Leave Me Alone,Flipp Dinero,"2,782",26.6,122266.0,17925064.0,62.0
Rolling in the Deep - Acapella,Rolling In The Deep,Adele,"2,800",26.5,1580.0,217023.0,36.0
In My Head,In My Head,Lil Tjay,"2,804",26.5,82335.0,8632456.0,63.0
Plan A,Plan A,Paulo Londra,"2,808",26.5,45154.0,6010438.0,58.0
Thrift Shop (feat. Wanz),The Heist,Macklemore & Ryan Lewis,"2,795",26.5,8351.0,1645328.0,46.0
River,River,Bishop Briggs,"2,805",26.5,93449.0,17009946.0,68.0
Dil Diyan Gallan,Tiger Zinda Hai (Original),Atif Aslam,"2,801",26.5,20958.0,11366583.0,65.0
Little Bit of Love,Little Bit of Love,Tom Grennan,"2,810",26.5,60436.0,21604450.0,62.0
I Knew You Were Trouble.,I Knew You Were Trouble.,Taylor Swift,"2,809",26.5,110606.0,35486997.0,72.0
The Real Slim Shady,The Source Hip-Hop Hits Vol. 4,Eminem,"2,796",26.5,352947.0,75283550.0,81.0
Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] [Sped Up Version],sped up nightcore,"2,807",26.5,807.0,484998.0,27.0
Save Me,Save Me,Jelly Roll,"2,799",26.5,26295.0,1211007.0,65.0
Ni Me Debes Ni Te Debo,Colmillo De Leche,Carin Leon,"2,797",26.5,9329.0,6528413.0,52.0
Ya No Vuelvas,Ya No Vuelvas,Luck Ra,"2,816",26.4,4519.0,1778008.0,51.0
Scared To Be Lonely,Dua Lipa (Complete Edition),Martin Garrix,"2,815",26.4,131909.0,46601399.0,73.0
21,THE GOAT,Polo G,"2,814",26.4,134529.0,11500707.0,67.0
I Gotta Feeling,The E.N.D. (The Energy Never Dies),Black Eyed Peas,"2,817",26.4,306620.0,108479481.0,76.0
NOSTYLIST,NO STYLIST,Destroy Lonely,"2,818",26.4,55772.0,4769511.0,63.0
Respect (2021 Remaster),The Genius of Aretha Franklin,Aretha Franklin,"2,812",26.4,158.0,18327.0,20.0
SO DONE,SO DONE,The Kid LAROI,"2,820",26.4,95178.0,8705363.0,62.0
The Boat Beat,The Boat Beat,Ricky Desktop,"2,813",26.4,3177.0,474041.0,33.0
No Es Justo,No Es Justo,J Balvin,"2,835",26.3,55176.0,15983158.0,64.0
New Jeans,NewJeans 'Super Shy',NewJeans,"2,840",26.3,22593.0,5131270.0,73.0
WANNABE,IT'z ME,ITZY,"2,825",26.3,29751.0,5840656.0,66.0
Champagne Poetry,Certified Lover Boy,Drake,"2,836",26.3,99705.0,14089454.0,66.0
Imitadora,Imitadora,Romeo Santos,"2,823",26.3,47427.0,13586022.0,73.0
20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,"2,830",26.3,224587.0,27766092.0,77.0
Om Jai Jagdish Hare,The Bhajan Project 2,Shivali,"2,824",26.3,7.0,75.0,8.0
Ya No Tiene Novio,Ya No Tiene Novio,Sebastian Yatra,"2,834",26.3,32115.0,14298721.0,63.0
Your Power,Your Power,Billie Eilish,"2,838",26.3,79149.0,22567177.0,68.0
N'y pense plus,N'y pense plus,Tayc,"2,833",26.3,60714.0,3538535.0,63.0
Where You Are,Where You Are,John Summit,"2,822",26.3,41625.0,65080812.0,71.0
Scream & Shout,Scream & Shout,will.i.am,"2,821",26.3,177756.0,49961171.0,72.0
Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),Ice Spice,"2,829",26.3,34862.0,34947789.0,67.0
This Is Me,This Is Me,Keala Settle,"2,852",26.2,80591.0,19776253.0,66.0
QUE PRETENDES,OASIS,J Balvin,"2,849",26.2,85661.0,29532086.0,71.0
The Chicken Wing Beat,The Chicken Wing Beat,Ricky Desktop,"2,842",26.2,13060.0,1293542.0,60.0
Rim Tim Tagi Dim,Rim Tim Tagi Dim,Baby Lasagna,"2,848",26.2,4003.0,4119043.0,75.0
Baila Baila Baila,Baila Baila Baila,Ozuna,"2,845",26.2,71108.0,14798709.0,64.0
Ms. Jackson,Ms. Jackson,Pashanim,"2,847",26.2,31859.0,7752540.0,69.0
Happier (feat. Clementine Douglas),Happier (feat. Clementine Douglas) - Single,The Blessed Madonna,"2,846",26.2,5012.0,42546998.0,71.0
Rhyme Dust,Rhyme Dust,MK,"2,843",26.2,44035.0,62486297.0,65.0
Tu Foto,Tu Foto,Q' Lokura,"2,869",26.1,925.0,8931821.0,69.0
Loco,Loco,Justin Quiles,"2,864",26.1,80390.0,22262789.0,61.0
Siempre Pendientes,Siempre Pendientes,Peso Pluma,"2,865",26.1,34865.0,14461323.0,69.0
Slut Me Out,Slut Me Out - Single,NLE Choppa,"2,867",26.1,72540.0,23493477.0,67.0
A Tu Merced,YHLQMDLG,Bad Bunny,"2,856",26.1,94041.0,20880365.0,70.0
Cake By The Ocean,Pop Music Best Hit 2012-16's VOL18,DNCE,"2,863",26.1,181003.0,87263572.0,76.0
Exchange,T R A P S O U L,Bryson Tiller,"2,857",26.1,135409.0,50477248.0,76.0
Wasted Love (feat. Lagique),Wasted Love (feat. Lagique),Ofenbach,"2,868",26.1,66419.0,24104595.0,61.0
She Got the Best of Me,This One's for You Too (Deluxe Edition),Luke Combs,"2,862",26.1,58161.0,18234682.0,79.0
Y Si Se Quiere Ir,Y Si Se Quiere Ir,"Luis Angel ""El Flaco""","2,866",26.1,10233.0,6570771.0,39.0
Camelot,Camelot,NLE Choppa,"2,854",26.1,117513.0,15086606.0,69.0
Step Back!,Step Back!,1nonly,"2,860",26.1,48250.0,16940138.0,68.0
UK Rap,Split Decision,Dave,"2,882",26.0,42998.0,15708278.0,67.0
Mi Cama,Mi Cama,KAROL G,"2,881",26.0,21036.0,7372736.0,57.0
Always This Same Old Song,Better Lucky Than Beautiful,Bingo Club,"2,879",26.0,27.0,527.0,15.0
True Love,True Love,Kanye West,"2,884",26.0,84173.0,16979097.0,70.0
La Triple T,La Triple T,TINI,"2,877",26.0,27965.0,12696928.0,58.0
Car's Outside,YOU,James Arthur,"2,876",26.0,64098.0,29245701.0,76.0
Paradise,Mylo Xyloto,Coldplay,"2,873",26.0,205567.0,85747045.0,77.0
Vamos Aclarando Muchas Cosas - En Vivo,Vamos Aclarando Muchas Cosas (En Vivo),Codiciado,"2,887",26.0,15952.0,3101333.0,65.0
Peru,#NAME?,Fireboy DML,"2,880",26.0,82524.0,14617198.0,62.0
Just Pretend,THE DEATH OF PEACE OF MIND,Bad Omens,"2,872",26.0,54470.0,8885780.0,71.0
Glorious (feat. Skylar Grey),Glorious (feat. Skylar Grey),Macklemore,"2,878",26.0,111427.0,17437639.0,72.0
Delicate,reputation,Taylor Swift,"2,885",26.0,58856.0,33732271.0,75.0
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,"2,892",25.9,47164.0,7286295.0,59.0
Ni**as In Paris,Watch the Throne (Deluxe),JAY-Z,"2,899",25.9,296520.0,56557390.0,76.0
Be My Lover (feat. La Bouche) - 2023 Mix,Be My Lover (feat. La Bouche) [2023 Mix],Hypaton,"2,893",25.9,38192.0,48561484.0,74.0
On The Radar Freestyle,On The Radar Freestyle,Drake,"2,894",25.9,34804.0,13487736.0,62.0
Forever (feat. Fridayy),It's Only Me,Lil Baby,"2,906",25.9,43236.0,7266342.0,61.0
Reminder,Starboy,The Weeknd,"2,890",25.9,125348.0,27076169.0,77.0
icantbelieveiletyougetaway,icantbelieveiletyougetaway,aldn,"2,896",25.9,520.0,4539512.0,63.0
Yo No Soy Celoso,Un Verano Sin Ti,Bad Bunny,"2,901",25.9,49381.0,6786167.0,68.0
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,"2,909",25.9,91322.0,17073985.0,65.0
JEALOUSY (feat. Cardi B),JEALOUSY (feat. Cardi B),Offset,"2,907",25.9,20289.0,18874374.0,56.0
Clash (feat. Stormzy),Clash (feat. Stormzy),Dave,"2,898",25.9,109634.0,9288222.0,61.0
Salt,Salt (The Remixes),Ava Max,"2,891",25.9,56080.0,8025213.0,62.0
Fire On Fire,Fire On Fire,Sam Smith,"2,900",25.9,85430.0,22166821.0,70.0
Shoong! (feat. LISA of BLACKPINK),Down to Earth,TAEYANG,"2,903",25.9,14231.0,5565204.0,61.0
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Leave Em Alone (with Lil Baby & City Girls feat. PnB Rock),Quality Control,"2,931",25.8,49483.0,7561353.0,58.0
Boyz In Paris (with VINAI),Boyz In Paris (with VINAI),Marnik,"2,919",25.8,28764.0,62770976.0,73.0
3 Nights,"Don't Forget About Me, Demos",Dominic Fike,"2,929",25.8,170786.0,42953760.0,73.0
Ngozi,Trench to Triumph,Crayon,"2,928",25.8,11373.0,7780743.0,65.0
July,July,Noah Cyrus,"2,927",25.8,115565.0,34759006.0,80.0
Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,"2,911",25.8,36243.0,15506067.0,62.0
Andamos Mejor,Andamos Mejor,Los Gemelos De Sinaloa,"2,930",25.8,22379.0,7376777.0,63.0
Drag Me Down,Drag Me Down,One Direction,"2,921",25.8,110189.0,62083784.0,76.0
Tu Turrito,Tu Turrito,Rei,"2,918",25.8,26770.0,6270168.0,57.0
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,"2,923",25.8,136864.0,31328182.0,69.0
Get Off The Wall,Get Off The Wall,Philly Goats,"2,926",25.8,2776.0,1823591.0,43.0
It'll Be Okay,It'll Be Okay,Shawn Mendes,"2,925",25.8,61117.0,28999986.0,65.0
Stereo Hearts (feat. Adam Levine),Megahits 2012 - Die Erste,Gym Class Heroes,"2,916",25.8,240081.0,51289471.0,74.0
Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,"2,912",25.8,50948.0,9808482.0,56.0
Killshot,Killshot,Eminem,"2,920",25.8,67750.0,12353206.0,66.0
Drama (feat. Drake),Exis,Roy Woods,"2,932",25.7,86867.0,18364841.0,64.0
Entre Nosotros,Entre Nosotros,Tiago PZK,"2,935",25.7,65462.0,8388402.0,63.0
Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,"2,944",25.7,98164.0,26325717.0,68.0
Bandana,Bandana,Fireboy DML,"2,934",25.7,31855.0,4511954.0,63.0
the perfect pair,Beatopia,beabadoobee,"2,936",25.7,56091.0,10688364.0,72.0
F.N.F. (Let's Go),F.N.F. (Let's Go) - Single,Hitkidd,"2,948",25.7,16340.0,2772856.0,54.0
Falling Angel,Falling Angel,HCTM,"2,942",25.7,79.0,42003.0,14.0
Sofia,Sofia,Clairo,"2,946",25.7,143829.0,36926488.0,74.0
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,"2,943",25.7,22763.0,17412929.0,67.0
Forever,Euphoria (Original Score from the HBO Series),Labrinth,"2,949",25.7,74664.0,17317980.0,62.0
SLUT ME OUT 2,SLUT ME OUT 2,NLE Choppa,"2,947",25.7,2617.0,7228064.0,72.0
He Ya Pyar Sajena,He Ya Pyar Sajena,TOADI,"2,941",25.7,3.0,20.0,1.0
Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,"2,933",25.7,63279.0,7054692.0,63.0
The Autotrem 1.0,The Autotrem 1.0 - Single,DJ RICK 013,"2,950",25.7,10088.0,13570884.0,63.0
Revenge,Revenge,XXXTENTACION,"2,955",25.6,13248.0,2447818.0,53.0
Spring Snow,"Lovely Runner, Pt. 8 (Original Soundtrack)",10CM,"2,968",25.6,1180.0,12952009.0,73.0
Tshwala Bam (feat. S.N.E) - Remix,Tshwala Bam (feat. S.N.E) [Remix],TitoM,"2,957",25.6,1818.0,13699750.0,75.0
21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),Nathan Dawe,"2,964",25.6,49204.0,75701853.0,70.0
Yeshua (dance cruise),YESHUA (dance cruise) - Single,Dj Bentoa,"2,975",25.6,2741.0,77751.0,3.0
Rojo,Rojo,J Balvin,"2,970",25.6,69772.0,18110265.0,68.0
Wonder,Wonder,Shawn Mendes,"2,965",25.6,70162.0,30030265.0,63.0
Midnight City,"Hurry Up, We're Dreaming",M83,"2,954",25.6,260318.0,54789811.0,72.0
Better Together,What You See Is What You Get,Luke Combs,"2,953",25.6,49050.0,9648670.0,69.0
Sal y Perrea,42,Sech,"2,952",25.6,49242.0,13991180.0,57.0
drunk text,drunk text,Henry Moodie,"2,961",25.6,21346.0,34578100.0,81.0
Ginza,Ginza,J Balvin,"2,974",25.6,64734.0,21473531.0,70.0
Hari Hari Odhani,Hari Hari Odhani,Pawan Singh,"2,960",25.6,954.0,297281.0,58.0
AM Remix,AM Remix,Nio Garcia,"2,956",25.6,91249.0,39134041.0,66.0
Baby Me Atende,Baby Me Atende,Matheus Fernandes,"2,951",25.6,26029.0,9231717.0,50.0
Hello Koun,Hello Koun,Ritesh Pandey,"2,972",25.6,178.0,28394.0,18.0
La Jeepeta,La Jeepeta,Nio Garcia,"2,958",25.6,17494.0,2936226.0,45.0
Jumpman,What A Time To Be Alive,Drake,"2,994",25.5,115960.0,29602345.0,64.0
die,die,lucidbeatz,"2,991",25.5,5564.0,1998350.0,61.0
Late At Night,Late At Night,Roddy Ricch,"2,990",25.5,97161.0,10116206.0,56.0
Dancing in My Room,Dancing in My Room,347aidan,"2,976",25.5,86549.0,11975787.0,61.0
Wild Ones (feat. Sia),Good Feeling EP,Flo Rida,"2,983",25.5,144242.0,105513240.0,76.0
Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),Diplo,"2,977",25.5,58410.0,13060330.0,77.0
CAKE,KILL MY DOUBT,ITZY,"2,981",25.5,7423.0,2784630.0,62.0
I AM WOMAN,I AM WOMAN,Emmy Meli,"2,993",25.5,57742.0,17194990.0,62.0
Personal,Talk To Ya - EP,HRVY,"2,987",25.5,33163.0,7584060.0,58.0
Lionheart (Fearless),Lionheart (Fearless),Joel Corry,"2,985",25.5,19914.0,24272196.0,62.0
Nevermind,Nevermind,Dennis Lloyd,"2,980",25.5,159175.0,41317887.0,72.0
Dale Don Dale,Dale Don Dale,ElMusto,"2,978",25.5,745.0,4805106.0,71.0
Slow Hands,Slow Hands,Niall Horan,"2,989",25.5,75100.0,29425699.0,70.0
I Wrote The Book,3 Songs At A Time Sampler,Morgan Wallen,"2,984",25.5,23619.0,2972229.0,64.0
It's Plenty,"Love, Damini",Burna Boy,"3,000",25.4,52025.0,5536233.0,62.0
Magnolia,Playboi Carti,Playboi Carti,"3,002",25.4,187620.0,29767336.0,73.0
Moletom,MOLETOM - Single,Luan Pereira,"3,004",25.4,9634.0,9093959.0,39.0
Hot N Cold,NOW 29,Katy Perry,"2,998",25.4,154757.0,77671100.0,69.0
Matilda,Harry's House,Harry Styles,"3,003",25.4,64618.0,37636137.0,72.0
Why'd You Only Call Me When You're High?,Why''d You Only Call Me When You''re High?,Arctic Monkeys,"3,008",25.4,272010.0,71727595.0,80.0
Beauty And A Beat,Believe,Justin Bieber,"3,001",25.4,123017.0,55637959.0,74.0
GIRL LIKE ME,Translation,Black Eyed Peas,"2,996",25.4,818.0,139276.0,29.0
Khalasi | Coke Studio Bharat,Khalasi | Coke Studio Bharat,Aditya Gadhvi,"2,995",25.4,6003.0,1405864.0,59.0
Never Be the Same,Never Be the Same,Camila Cabello,"2,997",25.4,66559.0,20300133.0,71.0
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,"3,007",25.4,82046.0,26967760.0,67.0
Chica Ideal,Chica Ideal,Sebastian Yatra,"3,009",25.4,54042.0,14455796.0,63.0
august,folklore,Taylor Swift,"3,016",25.3,84267.0,76240482.0,79.0
Doomsday,Doomsday,Juice WRLD,"3,019",25.3,40820.0,8704480.0,60.0
FANCY,FANCY YOU,TWICE,"3,012",25.3,35569.0,9534989.0,67.0
